"H40-BPAR-6","CASEID","FAM-1B","FAM-2A","HGC-MOTHER","HGC-FATHER","FAM-28A","R_REL-1_COL","R_REL-3","Q9-72","Q3-3","Q3-4","MIL-6","Q13-5","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","URBAN-RURAL","MARSTAT-KEY","FAMSIZE","TNFI_TRUNC","POVSTATUS","DELIN-1","DELIN-3","DELIN-4","DELIN-5","DELIN-6","DELIN-7","DELIN-8","DELIN-9","DELIN-10","DELIN-11","DELIN-12","DELIN-13","DELIN-14","DELIN-15","DELIN-18","POLICE-1","POLICE-6","POLICE-7","Q12-4","DRUG-22","DRUG-26","DRUG-32"
1,3548,16,1,12,10,4,2,2,0,11,10,-4,-4,7,2,2,1,0,7,21000,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3549,16,1,8,8,6,1,1,0,11,10,-4,-4,5,3,2,1,0,3,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3550,18,1,9,9,6,4,1,0,12,11,0,3475,1,3,1,1,0,7,15300,0,-4,-4,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,3,0,0,0
1,3551,17,1,10,9,6,4,1,0,11,10,0,-4,5,3,2,1,0,7,15000,0,-4,-4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3552,14,1,10,9,6,4,2,0,9,8,-4,-4,5,3,2,1,0,7,15000,0,0,3,0,0,1,0,1,0,5,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3553,16,1,11,9,8,7,1,0,11,10,-4,-4,1,3,1,1,0,5,12000,0,0,3,2,1,2,4,0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0
1,3554,15,1,11,9,8,7,2,0,9,8,-4,-4,5,3,2,1,0,5,12000,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,3,1,0,0
1,3555,20,1,12,9,8,7,1,0,12,12,0,5610,5,3,2,1,1,1,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,3,0,0,0
1,3556,19,1,12,8,3,4,5,0,12,12,0,5000,5,3,2,1,0,1,-3,-3,-4,-4,2,0,0,0,0,0,1,0,4,0,0,0,0,0,-4,-4,2,0,0,0
1,3557,18,1,-3,8,3,4,6,0,12,11,0,500,5,3,2,1,0,5,18600,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,6,0,0,0
1,3558,16,1,14,12,3,4,6,0,10,9,-4,-4,5,3,2,1,0,5,18600,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0
1,3559,18,1,9,13,4,4,4,0,12,12,0,-3,1,3,1,1,0,4,11200,0,-4,-4,1,0,0,2,0,0,1,0,-1,0,0,0,0,0,-4,-4,6,0,0,0
1,3560,15,1,9,-3,4,4,6,0,10,9,-4,-4,5,3,2,1,0,4,11200,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,-4,-4,3,0,0,0
0,3561,14,1,12,10,4,7,1,0,8,-3,-4,-4,1,3,1,1,0,3,14000,0,0,4,3,2,2,0,0,2,4,0,5,-1,-1,-1,-3,1,-3,-3,-4,0,0,0
0,3562,20,1,10,8,9,4,2,0,12,12,0,6000,2,3,1,1,0,8,22000,0,-4,-4,3,1,0,0,0,0,4,0,5,0,0,0,2,0,0,0,6,0,0,0
0,3563,19,1,10,8,9,4,2,0,12,11,0,-3,2,3,1,1,0,7,22000,0,-4,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
0,3564,17,1,10,-3,9,4,2,0,12,-3,0,-4,6,3,2,1,0,8,22000,0,-4,-4,2,0,0,0,0,0,5,0,3,0,0,0,0,0,-4,-4,6,0,0,0
1,3565,21,1,12,8,8,4,2,0,12,12,0,7000,5,3,2,1,1,2,13500,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3566,21,1,12,-2,9,7,5,0,12,12,0,7000,5,3,2,1,1,2,18550,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3567,18,1,12,12,4,9,5,0,12,12,0,6770,1,3,1,1,0,7,21684,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3568,16,1,12,12,4,9,5,-3,11,10,-4,-4,5,3,2,1,0,7,21684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,-5,-5,-5
1,3569,15,1,12,12,4,9,5,0,10,9,-4,-4,1,3,1,1,0,8,21684,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,3570,17,1,9,9,4,4,1,0,9,9,0,-4,2,3,1,1,0,6,22556,0,-4,-4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,6,0,0,0
0,3571,15,1,9,-2,4,4,3,0,9,8,-4,-4,2,3,1,1,0,6,22556,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,4,0,0,0
0,3572,14,1,9,10,4,4,2,0,9,8,-4,-4,6,3,2,1,0,6,22556,0,1,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
1,3573,16,1,11,8,1,4,2,0,11,10,-4,-4,5,3,2,1,0,4,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3574,14,1,11,8,1,5,2,0,9,8,-4,-4,5,3,2,1,0,4,24000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3575,21,1,12,12,4,7,5,0,12,12,0,14000,1,3,1,1,0,7,30000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3576,19,1,12,12,4,7,4,0,13,12,0,2600,5,3,2,1,0,7,30000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3577,17,1,12,12,4,7,5,0,11,10,0,-4,1,3,1,1,0,7,30000,0,-4,-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4,-4,0,-5,-5,-5
-4,3578,15,1,12,12,4,7,5,0,9,8,-4,-4,1,3,1,1,0,7,30000,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,1,-5,-5,-5
0,3579,22,1,8,8,2,4,5,0,12,12,0,0,1,3,1,1,1,2,32500,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3580,19,1,12,13,1,4,2,0,12,12,0,9800,1,3,1,1,0,3,18000,0,-4,-4,0,0,0,2,0,0,1,0,3,1,0,0,0,0,-4,-4,6,0,0,0
1,3581,21,1,12,12,3,4,2,0,15,14,0,2000,1,3,1,0,0,1,2000,1,-4,-4,0,0,1,3,0,0,0,0,5,3,2,0,0,0,-4,-4,0,0,0,0
1,3582,17,1,12,14,1,7,6,0,11,10,0,-4,1,3,1,1,0,4,36000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3583,15,1,12,14,1,7,6,0,10,9,-4,-4,1,3,1,1,0,4,36000,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3584,19,1,12,12,2,4,4,0,12,12,0,1200,5,3,2,1,0,3,19000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3585,18,1,12,12,2,4,3,0,12,11,0,1000,1,3,1,1,0,4,19000,0,-4,-4,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,6,0,0,0
1,3586,15,1,12,7,9,7,2,0,10,9,-4,-4,5,3,2,1,0,4,7500,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0,0
0,3587,21,1,12,16,2,9,1,0,13,13,0,7500,1,3,1,1,0,3,12361,0,-4,-4,0,2,3,1,0,0,0,0,5,3,0,0,0,0,-4,-4,4,0,0,0
0,3588,17,1,12,16,2,9,1,0,11,10,0,-4,1,3,1,1,0,3,12361,0,-4,-4,0,1,0,-1,0,0,0,0,5,0,0,0,0,0,-4,-4,2,1,0,0
1,3589,19,1,12,12,2,7,2,0,12,12,0,10711,1,3,1,1,0,3,31700,0,-4,-4,1,1,1,0,0,0,2,0,6,0,1,0,0,1,1,0,3,0,0,0
-4,3590,19,1,12,11,3,4,5,0,13,12,0,700,1,3,1,1,0,4,13500,0,-4,-4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,-4,0,0,0
1,3591,18,1,12,12,6,7,2,0,12,12,0,2000,1,3,1,1,0,6,21000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3592,16,1,12,12,6,7,5,0,11,10,-4,-4,1,3,1,1,0,6,21000,0,0,6,3,0,3,2,0,3,2,3,6,4,3,0,0,1,0,0,6,1,0,0
1,3593,15,1,-3,12,6,7,5,0,9,8,-4,-4,1,3,1,1,0,6,21000,0,0,4,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0
0,3594,20,1,9,-2,8,7,2,0,12,12,0,4000,5,3,2,1,0,1,4015,0,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,3,1,0,0
0,3595,18,1,12,13,8,7,2,0,12,11,0,3000,1,3,1,1,0,5,-1,-3,-4,-4,0,0,0,1,0,2,3,1,5,0,2,0,0,1,1,0,3,0,0,0
0,3596,14,1,12,12,8,4,4,0,9,8,-4,-4,1,3,1,1,0,5,-1,-3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1,3597,20,1,11,12,10,7,5,0,14,13,0,1538,5,3,2,1,0,6,27000,0,-4,-4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3598,19,2,12,12,1,7,1,0,12,12,0,8000,1,3,1,1,0,4,36000,0,-4,-4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,-4,-4,1,0,0,0
-4,3599,18,2,12,12,1,7,1,0,12,11,0,1000,1,3,1,1,0,4,36000,0,-4,-4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,6,0,0,0
1,3600,20,1,12,8,4,6,3,0,12,12,0,7000,1,3,1,1,0,4,25000,0,-4,-4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
0,3601,15,1,13,12,3,7,1,0,9,8,-4,-4,5,3,2,1,0,5,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3602,22,1,11,12,3,7,1,0,12,12,0,19300,1,3,1,1,0,5,-1,-3,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,0,0,0,0
1,3603,19,1,11,12,3,7,2,0,12,12,0,6000,5,3,2,1,0,5,-1,-3,-4,-4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3604,16,1,9,9,3,7,1,0,11,10,-4,-4,1,3,1,1,0,5,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3605,20,1,16,17,4,7,6,0,-3,12,0,7500,5,3,2,1,0,1,-3,-3,-4,-4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3606,18,1,12,12,3,7,6,0,12,11,0,400,5,3,2,1,0,2,15000,0,-4,-4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3607,22,1,12,12,1,7,3,0,11,10,0,1000,1,3,1,1,0,1,1060,1,-4,-4,0,1,2,0,0,0,1,0,6,0,0,0,0,0,-4,-4,4,1,0,0
0,3608,21,1,14,15,3,7,3,0,16,15,0,2000,1,3,1,1,0,5,29372,0,-4,-4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,3609,18,1,14,15,3,7,2,0,13,12,0,272,5,3,2,1,0,5,29372,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,3610,20,1,12,12,4,4,2,0,12,12,0,5705,5,3,2,1,0,5,23500,0,-4,-4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-4,-4,1,0,0,0
0,3611,18,1,12,12,4,4,3,0,12,12,0,1000,5,3,2,1,0,5,23500,0,-4,-4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
0,3612,16,1,12,12,4,4,4,0,10,9,-4,-4,1,3,1,1,0,5,23500,0,0,3,0,1,0,0,0,0,1,0,6,0,2,0,0,0,-4,-4,3,1,1,0
1,3613,21,1,12,10,6,7,3,0,12,12,0,-3,5,3,2,1,0,3,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,4,0,0,0
1,3614,19,1,16,12,1,6,5,0,12,12,0,1500,6,3,2,1,0,1,3075,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3615,16,1,13,12,4,4,3,0,11,10,-4,-4,1,3,1,1,0,3,26000,0,0,5,0,1,0,0,0,0,0,0,5,2,0,0,0,0,-4,-4,1,0,0,0
0,3616,15,1,12,9,3,7,2,0,10,9,-4,-4,1,3,1,1,0,3,15050,0,0,5,4,2,3,1,0,0,1,1,6,0,0,0,2,0,-4,-4,6,1,0,0
0,3617,20,1,11,15,5,7,2,0,13,12,0,6400,1,3,1,1,0,6,36900,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,3,0,0,0
0,3618,18,1,11,15,5,7,2,0,13,12,0,3790,5,3,2,1,0,6,36900,0,-4,-4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,-4,-4,0,1,0,0
1,3619,17,1,12,12,2,4,5,0,12,11,1,-4,1,3,1,1,0,4,40000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,-5,-5,-5
1,3620,17,1,12,10,2,4,3,0,11,10,0,-4,1,3,1,1,0,3,18000,0,-4,-4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0
1,3621,21,1,12,9,1,4,4,0,12,12,0,7475,1,3,1,1,0,4,25100,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3622,19,1,12,9,1,4,4,0,11,10,0,0,1,3,1,1,0,4,25100,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3623,16,1,12,11,0,7,3,0,11,10,-4,-4,1,3,1,1,0,3,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3624,16,1,8,12,2,7,5,0,11,10,-4,-4,5,3,2,1,0,5,24000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,5,0,0,0
1,3625,14,1,8,12,2,7,5,0,9,8,-4,-4,5,3,2,1,0,5,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3626,20,1,13,12,2,7,2,0,15,14,0,1200,5,3,2,1,0,4,-2,-3,-4,-4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-4,-4,0,0,0,0
1,3627,19,1,9,-2,4,4,2,0,12,12,0,2340,1,3,1,1,0,2,7000,0,-4,-4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,-4,-4,5,0,0,0
1,3628,21,1,16,18,1,5,3,0,15,14,0,6800,1,3,1,1,0,1,9200,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3629,16,1,-3,16,1,5,2,0,11,10,-4,-4,5,3,2,1,0,4,45000,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4,-4,0,0,0,0
1,3630,14,1,-3,12,3,4,6,0,9,8,-4,-4,5,3,2,1,0,6,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,-3
-4,3631,16,1,9,11,2,7,1,0,9,8,-4,-4,5,3,2,1,0,4,-2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,3632,16,1,12,11,5,2,1,0,10,9,-4,-4,1,3,1,1,0,7,-3,-3,0,6,0,3,1,0,0,2,1,0,3,2,0,0,1,0,1,1,3,0,0,0
1,3633,15,1,12,11,6,5,2,0,10,9,-4,-4,5,3,2,1,0,7,-3,-3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3634,14,1,12,11,4,2,2,0,9,8,-4,-4,1,3,1,1,0,7,-3,-3,0,6,0,3,0,0,0,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0
1,3635,16,1,12,-2,4,2,4,0,10,9,-4,-4,5,3,2,1,0,4,-3,-3,0,5,0,0,4,2,0,0,2,0,6,5,0,0,0,1,0,0,0,1,0,0
-4,3636,14,1,12,13,4,5,5,0,9,8,-4,-4,5,3,2,1,0,6,20000,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3637,21,1,16,9,3,1,6,1,12,12,0,-2,6,3,2,0,1,3,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3638,19,1,8,9,5,4,1,0,11,11,1,1500,1,3,1,-4,0,1,2997,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3639,16,1,9,10,3,1,6,0,9,8,-4,-4,1,3,1,0,0,6,15200,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3640,14,1,9,10,3,9,5,0,9,9,-4,-4,1,3,1,0,0,6,15200,0,0,0,1,0,1,0,3,0,1,0,1,1,0,2,0,0,-4,-4,-4,0,0,0
1,3641,19,1,12,10,2,9,5,0,13,12,0,3400,5,3,2,0,0,1,3400,0,-4,-4,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0
-4,3642,16,1,16,12,2,5,2,0,11,10,-4,-4,1,3,1,0,0,5,11000,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3643,14,1,16,12,2,5,3,0,9,8,-4,-4,5,3,2,0,0,5,11000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,3644,15,1,12,-2,1,2,1,0,9,8,-4,-4,1,3,1,1,0,4,12000,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,-4,-4,2,0,0,0
1,3645,20,1,9,12,5,0,1,0,12,10,1,1500,1,3,1,1,0,2,10500,0,-4,-4,0,0,0,0,0,0,1,1,6,2,0,0,0,0,-4,-4,4,1,0,0
-4,3646,21,1,12,8,5,7,1,1,10,10,0,65000,1,3,1,1,1,2,-2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,0,0
1,3647,15,1,10,12,4,2,1,1,10,9,-4,0,5,3,2,1,0,6,30000,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3648,18,1,11,10,2,2,6,0,12,12,0,2144,5,3,2,1,0,3,7200,0,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3649,15,1,11,12,2,1,6,0,10,9,-4,-4,5,3,2,1,0,3,7200,0,0,6,0,5,0,0,0,0,3,0,6,2,4,0,0,0,-4,-4,-4,0,0,0
1,3650,17,1,12,9,2,9,5,0,11,10,0,-4,5,3,2,1,0,3,21000,0,-4,-4,1,0,1,0,0,0,3,0,5,0,0,0,0,0,-4,-4,-4,0,0,0
1,3651,19,1,10,12,5,7,2,0,12,12,0,5000,5,3,2,1,0,6,16000,0,-4,-4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,-4,-4,0,0,0,0
1,3652,16,1,10,12,6,1,6,0,11,10,-4,-4,5,3,2,1,0,5,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
0,3653,19,1,-2,12,6,0,1,0,12,12,0,7950,1,3,1,1,0,3,15000,0,-4,-4,3,0,0,3,0,0,3,0,0,0,1,0,0,0,-4,-4,1,0,0,0
1,3654,14,1,12,11,2,9,5,0,9,8,-4,-4,5,3,2,1,0,6,21000,0,0,1,0,2,0,0,0,0,0,1,5,3,0,0,0,0,-4,-4,-4,0,0,0
1,3655,17,1,12,-2,7,2,3,0,12,11,0,-4,5,3,2,1,0,6,21000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,3656,16,1,12,7,2,6,6,0,11,10,-4,-4,1,3,1,1,0,5,17000,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
0,3657,18,1,8,5,8,2,1,0,12,11,0,1176,2,3,1,1,0,8,7268,1,-4,-4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
0,3658,18,1,8,5,8,2,2,0,12,11,0,756,2,3,1,1,0,8,7268,1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4,-4,1,0,0,0
0,3659,17,1,8,5,9,2,4,0,11,10,0,-4,6,3,2,1,0,8,7268,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
0,3660,15,1,8,6,8,2,6,0,9,8,-4,-4,2,3,1,1,0,8,7268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,3661,17,1,13,12,2,9,5,0,12,11,0,-4,5,3,2,1,0,3,9000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
0,3662,21,1,12,12,3,5,1,0,12,12,0,5600,5,3,2,0,0,5,5600,1,-4,-4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,-4,-4,2,0,0,0
0,3663,17,1,12,17,1,9,5,0,12,11,0,-4,5,3,2,1,0,3,25000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,3,0,0,0
0,3664,21,1,17,12,3,7,6,0,16,15,0,738,4,1,1,1,0,1,4738,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3665,20,1,12,12,2,9,6,0,15,14,0,3000,2,3,1,1,0,1,4750,0,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3666,17,1,12,12,0,4,3,0,12,11,0,-4,4,1,1,1,0,2,14500,0,-4,-4,0,0,0,0,0,0,2,0,6,0,0,0,0,0,-4,-4,2,1,0,0
1,3667,17,1,13,16,1,9,6,0,12,11,0,-4,5,3,2,1,0,3,29000,0,-4,-4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-4,-4,0,0,0,0
0,3668,18,1,14,16,3,7,5,0,13,12,0,1700,1,3,1,1,0,6,-2,-3,-4,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,4,0,0,0
0,3669,16,1,14,17,3,7,5,0,11,10,-4,-4,5,3,2,1,0,6,41000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3670,16,1,20,20,1,8,1,0,11,10,-4,-4,1,3,1,1,0,4,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3671,14,1,20,20,1,8,1,0,9,8,-4,-4,5,3,2,1,0,4,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3672,22,1,16,16,2,4,1,0,15,15,0,400,1,3,1,1,0,4,-2,-3,-4,-4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,-4,-4,0,0,0,0
-4,3673,19,1,16,16,2,5,3,0,13,12,0,1500,1,3,1,1,0,5,-2,-3,-4,-4,1,1,2,1,0,0,3,0,6,5,3,0,0,1,0,0,5,0,0,0
-1,3674,17,1,16,16,2,5,5,0,12,11,0,-4,5,3,2,1,0,5,50000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
1,3675,14,1,16,16,2,5,5,0,8,7,-4,-4,1,3,1,1,0,5,-1,-3,0,4,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0
1,3676,18,1,12,16,5,7,5,0,12,11,0,2600,1,3,1,1,0,7,38000,0,-4,-4,1,0,2,4,0,0,2,0,6,5,3,0,1,0,-4,-4,5,1,0,0
1,3677,15,1,12,20,5,7,5,0,10,9,-4,-4,5,3,2,1,0,1,40000,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3678,19,1,14,14,3,2,5,0,14,13,0,-2,5,3,2,1,0,5,-2,-3,-4,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-4,-4,2,0,0,0
1,3679,16,1,13,14,3,2,5,0,11,10,-4,-4,5,3,2,1,0,5,30000,0,0,5,0,0,1,4,0,0,2,0,5,3,0,0,0,0,-4,-4,0,0,0,0
1,3680,16,1,16,14,1,6,3,0,10,9,-4,-4,1,3,1,1,0,3,-1,-3,0,5,1,1,0,0,0,0,3,1,0,0,0,0,0,0,-4,-4,2,0,0,0
0,3681,17,1,16,20,2,6,5,0,12,11,0,-4,5,3,2,1,0,4,-2,-3,-4,-4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,-4,-4,0,0,0,0
-4,3682,14,1,18,20,4,7,6,0,9,8,-4,-4,5,3,2,1,0,5,40000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,3683,20,1,18,20,4,7,5,0,14,13,0,-3,5,3,2,1,0,7,-3,-3,-4,-4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-4,-4,1,1,0,0
-4,3684,18,1,18,20,5,7,5,0,13,12,0,1500,5,3,2,1,0,7,-2,-3,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,3685,20,1,16,18,8,7,5,0,14,13,0,2000,1,3,1,1,0,5,-1,-3,-4,-4,0,0,1,1,0,0,0,0,3,0,0,0,0,0,-4,-4,0,0,0,0
1,3686,19,1,16,16,7,7,5,0,13,13,0,1800,1,3,1,1,0,4,60000,0,-4,-4,0,2,3,0,0,0,1,0,6,2,3,0,0,0,-4,-4,4,1,0,0
1,3687,18,1,16,16,7,7,6,0,12,11,0,1000,5,3,2,1,0,5,60000,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0
-4,3688,15,1,16,19,3,6,5,0,9,8,-4,-4,5,3,2,1,0,6,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,3689,20,1,20,20,1,5,1,0,15,14,0,2000,1,3,1,1,0,1,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
