"H40-BPAR-6","CASEID","FAM-1B","FAM-2A","HGC-MOTHER","HGC-FATHER","FAM-28A","R_REL-1_COL","R_REL-3","Q9-72","Q3-3","Q3-4","MIL-6","Q13-5","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","URBAN-RURAL","MARSTAT-KEY","FAMSIZE","TNFI_TRUNC","POVSTATUS","DELIN-1","DELIN-3","DELIN-4","DELIN-5","DELIN-6","DELIN-7","DELIN-8","DELIN-9","DELIN-10","DELIN-11","DELIN-12","DELIN-13","DELIN-14","DELIN-15","DELIN-18","POLICE-1","POLICE-6","POLICE-7","Q12-4","DRUG-22","DRUG-26","DRUG-32"
1,6498,19,1,11,9,5,2,4,0,13,12,0,2056,10,2,1,1,0,7,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
1,6499,18,1,11,12,5,2,2,0,12,11,0,500,10,2,1,0,0,7,-2,-3,-4,-4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,-4,-4,2,0,0,0
1,6500,17,1,11,9,5,2,2,0,10,9,0,-4,10,2,1,0,0,7,-1,-3,-4,-4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,-4,-4,0,0,0,0
1,6501,20,1,9,0,5,2,3,1,13,12,0,1000,10,2,1,1,0,7,-1,-3,-4,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6502,15,1,12,9,1,2,2,0,9,8,-4,-4,12,3,2,0,0,4,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,6503,18,1,9,-2,5,2,4,0,12,11,0,0,13,2,2,0,0,5,3000,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6504,16,1,9,-3,5,2,6,0,10,9,-4,-4,10,2,1,0,0,5,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,6505,14,1,9,-2,5,2,5,0,8,7,-4,-4,13,2,2,0,0,8,-2,-3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6506,16,1,8,-2,2,2,3,0,10,9,-4,-4,10,2,1,0,0,2,10440,0,0,-1,0,0,-1,0,0,0,0,0,3,0,1,0,0,0,-4,-4,3,1,0,0
1,6507,15,1,8,6,2,6,3,0,8,7,-4,-4,10,2,1,1,0,6,-3,-3,0,6,1,3,5,3,1,3,4,1,5,5,3,2,0,1,0,0,4,1,1,0
1,6508,20,1,7,-3,9,2,4,0,8,8,0,1000,10,2,1,0,0,4,-2,-3,-4,-4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0
-4,6509,18,1,3,-2,0,2,2,0,12,12,0,2000,9,3,1,0,0,1,4500,0,-4,-4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-4,0,0,0
0,6510,20,1,6,0,9,2,2,0,12,12,0,8000,13,2,2,0,0,5,24240,0,-4,-4,0,0,0,0,0,0,3,0,3,2,0,0,0,0,-4,-4,2,0,0,0
0,6511,17,1,5,5,9,2,3,0,11,10,0,-4,10,2,1,0,0,5,24240,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6512,22,1,12,12,0,5,2,1,11,11,0,140,12,3,2,0,1,4,8022,0,-4,-4,0,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,1,0,0,0
0,6513,20,1,10,3,9,2,4,0,14,13,0,500,13,2,2,1,0,7,5000,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6514,16,1,11,5,9,2,1,0,10,9,-4,-4,10,2,1,0,0,7,6076,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
0,6515,14,1,11,5,9,2,3,0,9,8,-4,-4,13,2,2,0,0,7,6076,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6516,19,1,12,12,4,9,2,0,11,11,0,1000,13,2,2,0,0,5,17100,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6517,17,1,12,12,4,0,3,0,11,10,0,-4,10,2,1,0,0,5,17100,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6518,20,1,12,7,3,2,5,0,14,13,0,3000,10,2,1,1,0,5,8000,0,-4,-4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,-4,-4,2,0,0,0
-4,6519,16,1,10,8,2,2,1,0,11,10,-4,-4,12,3,2,0,0,5,14000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6520,15,2,12,12,4,2,5,0,9,8,-4,-4,12,3,2,0,0,5,10000,0,0,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6521,20,1,12,12,8,2,2,0,12,12,0,5900,12,3,2,0,0,1,5900,0,-4,-4,0,0,4,2,0,0,2,0,6,2,0,0,0,0,-4,-4,1,0,0,0
-4,6522,16,1,10,3,6,9,1,1,10,10,-4,0,12,3,2,0,1,3,5000,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6523,18,1,9,9,4,1,1,1,7,-3,0,0,12,3,2,0,1,4,1440,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,6524,18,1,5,5,5,2,1,0,13,12,0,400,12,3,2,0,0,2,2000,1,-4,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
-4,6525,18,1,11,8,3,1,5,1,12,12,0,-3,12,3,2,0,1,8,6000,1,-4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6526,16,1,11,8,3,0,5,0,11,10,-4,-4,12,3,2,0,0,8,5600,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6527,14,1,11,12,3,9,5,0,8,7,-4,-4,9,3,1,0,0,6,3100,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6528,18,1,11,5,2,2,4,0,11,10,0,200,9,3,1,0,0,5,13000,0,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,2,0,0,0
-4,6529,17,1,11,5,2,2,5,0,11,10,0,-4,12,3,2,0,0,5,13000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-4,-4,0,0,0,0
-4,6530,16,1,8,8,2,2,2,0,10,9,-4,-4,9,3,1,0,0,5,10950,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,1,0,0,0
-4,6531,18,1,4,4,11,2,6,0,10,9,0,-3,9,3,1,0,0,4,-2,-3,-4,-4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6532,17,1,8,6,2,2,5,0,10,9,0,-4,12,3,2,0,0,5,8143,0,-4,-4,1,3,1,1,0,0,1,1,6,3,0,0,0,0,0,0,-4,0,0,0
-4,6533,17,1,9,3,4,1,1,0,9,8,0,-4,12,3,2,0,0,8,10968,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6534,15,1,9,6,4,-2,2,0,8,7,-4,-4,12,3,2,0,0,8,10968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6535,20,1,9,11,2,2,1,0,9,8,0,4214,9,3,1,0,2,2,4214,0,-4,-4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,6536,21,1,9,6,4,1,2,1,11,11,0,0,12,3,2,0,2,8,10968,0,-4,-4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-4,0,0,0
-4,6537,17,1,7,7,7,2,5,0,8,7,0,-4,9,3,1,0,0,7,3130,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6538,21,1,6,4,2,2,6,1,10,10,0,0,12,3,2,0,3,7,9576,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6539,20,1,12,12,2,2,2,0,15,14,0,2000,12,3,2,0,0,1,5050,0,-4,-4,0,0,1,1,0,0,0,0,5,1,0,0,0,0,-4,-4,1,0,0,0
-4,6540,20,1,16,16,1,4,4,0,15,14,0,1300,12,3,2,0,0,1,3375,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6541,20,1,13,11,4,4,4,0,15,14,0,400,12,3,2,0,0,1,3900,0,-4,-4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-4,-4,0,0,0,0
-4,6542,20,1,-3,20,4,2,2,0,14,13,0,0,9,3,1,0,0,1,1950,1,-4,-4,0,0,0,1,0,0,0,0,6,5,0,0,0,1,0,0,4,0,0,0
-4,6543,18,1,14,18,3,6,2,0,14,13,0,0,12,3,2,0,0,1,100,1,-4,-4,0,0,4,0,0,0,1,0,3,3,0,0,1,0,-4,-4,6,1,0,0
-4,6544,20,1,14,12,0,9,2,0,15,14,0,2200,9,3,1,0,0,1,4975,0,-4,-4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,1,1,0
-4,6545,17,1,7,10,0,2,6,0,12,11,0,-4,12,3,2,0,0,2,3682,1,-4,-4,2,0,1,2,0,0,3,0,6,4,5,0,3,0,-4,-4,-4,0,0,0
-4,6546,20,1,12,14,1,2,3,0,14,14,0,1000,9,3,1,0,0,1,1400,1,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,1,0,0,0
-4,6547,21,1,13,16,6,7,5,0,14,13,0,2300,9,3,1,0,0,1,3150,0,-4,-4,1,2,0,0,0,0,1,0,3,0,0,0,0,0,-4,-4,2,0,0,0
-4,6548,16,1,12,11,3,2,5,0,11,10,-4,-4,12,3,2,0,0,5,7900,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6549,18,1,12,12,4,5,2,0,10,9,0,1500,12,3,2,0,0,3,6000,0,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,2,0,0,0
-4,6550,20,1,12,14,0,2,2,0,15,14,0,700,9,3,1,0,0,1,1420,1,-4,-4,0,0,3,0,0,0,0,0,6,2,0,0,0,1,0,0,3,1,1,0
-4,6551,20,1,11,8,3,2,2,0,10,9,0,4000,9,3,1,0,0,5,17372,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,6552,18,1,11,8,3,2,4,0,12,11,0,-3,12,3,2,0,0,5,17372,0,-4,-4,1,3,0,0,0,0,3,3,6,6,6,0,0,1,0,0,-4,0,0,0
-4,6553,16,1,14,9,3,1,5,0,10,9,-4,-4,9,3,1,0,0,3,6432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6554,21,1,7,1,3,2,4,1,9,8,0,4500,12,3,2,0,2,2,4722,0,-4,-4,0,0,2,1,0,0,0,0,3,1,0,0,0,0,-4,-4,-4,0,0,0
1,6555,14,1,9,-3,0,9,6,0,9,8,-4,-4,13,2,2,0,0,2,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6556,20,1,16,18,2,3,2,0,15,14,0,1200,12,3,2,0,0,3,6800,0,-4,-4,2,0,3,0,0,0,1,0,6,5,2,1,0,0,-4,-4,1,1,0,0
-4,6557,21,1,12,16,3,5,2,0,15,15,0,1500,9,3,1,0,0,1,3200,0,-4,-4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,-4,-4,0,0,0,0
-4,6558,22,1,11,11,4,5,3,0,16,15,0,2500,9,3,1,0,0,1,-3,-3,-4,-4,0,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,3,0,0,0
-4,6559,21,1,12,15,2,2,2,0,16,15,0,1632,9,3,1,0,0,1,5632,0,-4,-4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,-4,-4,1,0,0,0
-4,6560,22,1,14,16,1,6,3,0,15,14,0,3000,9,3,1,0,0,1,5300,0,-4,-4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,-4,-4,0,0,0,0
-4,6561,22,1,16,16,2,5,2,0,16,15,0,600,9,3,1,0,0,1,3745,0,-4,-4,0,0,0,2,0,0,0,0,5,5,0,0,0,1,0,0,1,1,1,0
-4,6562,21,1,16,20,2,6,4,0,16,15,0,1000,9,3,1,0,0,1,4000,0,-4,-4,0,2,0,0,0,0,2,0,3,0,0,0,0,0,-4,-4,2,0,0,0
-4,6563,22,1,17,20,2,2,2,0,16,15,0,1000,12,3,2,0,0,1,-3,-3,-4,-4,0,0,1,1,0,0,0,0,4,1,0,0,0,0,-4,-4,0,0,0,0
-4,6564,21,1,12,12,2,2,2,0,16,15,0,2200,12,3,2,0,0,1,3400,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6565,21,1,16,18,4,3,2,0,16,15,0,650,12,3,2,0,0,1,-3,-3,-4,-4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,-4,-4,1,0,0,0
-4,6566,22,1,12,12,3,6,3,0,16,15,0,2000,12,3,2,0,0,1,3500,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6567,21,1,13,12,4,2,4,0,16,15,0,-3,12,3,2,0,0,1,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6568,21,1,16,20,3,1,5,0,16,15,0,-3,12,3,2,0,0,1,-3,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6569,20,1,12,16,1,4,3,0,15,14,0,0,9,3,1,0,0,1,150,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6570,22,1,12,12,2,9,5,0,15,14,0,1500,9,3,1,0,0,1,1500,1,-4,-4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6571,21,1,16,19,3,2,6,0,16,15,0,500,12,3,2,0,0,1,1400,1,-4,-4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6572,21,1,11,13,4,2,4,0,15,14,0,1100,12,3,2,0,1,2,-2,-3,-4,-4,0,0,0,1,0,0,0,0,5,2,0,0,0,0,-4,-4,-4,0,0,0
-4,6573,14,1,7,4,6,0,1,0,8,7,-4,-4,9,3,1,0,0,4,8000,0,0,1,0,4,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6574,21,1,12,8,10,2,3,0,12,12,0,7000,10,2,1,1,0,2,17000,0,-4,-4,0,0,0,0,0,0,6,0,3,0,1,0,0,0,-4,-4,2,0,0,0
-4,6575,18,1,8,4,3,2,4,0,12,12,0,3000,13,2,2,0,0,5,8292,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-5,-5,-5
1,6576,15,1,8,4,3,2,2,0,10,9,-4,-4,10,2,1,0,0,5,8292,0,0,6,0,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0
-4,6577,18,1,6,5,7,2,1,0,9,8,0,-3,9,3,1,0,0,6,10524,0,-4,-4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-4,-4,1,0,0,0
-4,6578,19,1,10,3,6,0,1,0,9,8,0,200,12,3,2,0,0,4,5141,1,-4,-4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6579,14,1,8,7,1,2,4,0,9,8,-4,-4,12,3,2,0,0,4,6000,1,0,6,0,0,0,0,0,0,1,0,4,4,1,0,0,0,-4,-4,-4,0,0,0
-4,6580,16,1,12,11,8,2,2,0,10,9,-4,-4,12,3,2,0,0,4,8160,0,0,3,0,0,0,0,0,0,1,0,3,1,0,0,0,0,-4,-4,0,0,0,0
-4,6581,17,1,13,4,6,2,6,0,8,7,0,-4,9,3,1,0,0,7,8272,1,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4,-4,-4,0,0,0
-4,6582,15,1,13,4,4,2,5,0,10,9,-4,-4,9,3,1,0,0,7,8272,1,0,1,0,2,0,0,0,1,4,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6583,17,1,10,6,2,2,1,0,11,10,0,-4,9,3,1,0,0,5,9985,0,-4,-4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,-4,-4,1,0,1,1
-4,6584,15,1,10,6,2,2,5,0,9,8,-4,-4,9,3,1,0,0,5,9985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6585,20,1,9,10,2,2,2,0,11,11,0,5600,9,3,1,0,1,2,5600,0,-4,-4,0,3,0,0,0,2,2,2,0,0,0,0,1,0,-4,-4,-4,0,0,0
-4,6586,15,1,10,8,8,9,2,0,9,9,-4,0,12,3,2,0,1,2,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6587,19,1,8,0,9,0,5,1,8,7,0,636,13,2,2,0,1,4,8636,0,-4,-4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,-4,0,0,0
-4,6588,20,1,6,1,5,2,6,0,9,8,0,1800,9,3,1,0,0,7,9072,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6589,18,1,6,1,5,2,5,0,9,8,0,5000,9,3,1,0,0,7,9072,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,2,0,0,0
-4,6590,18,1,8,6,4,9,1,0,11,10,0,-4,12,3,2,0,0,6,2616,1,-4,-4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,-4,0,0,0
-4,6591,17,1,8,-3,4,9,2,0,9,8,0,0,12,3,2,0,0,1,0,1,-4,-4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6592,15,1,8,8,4,0,2,0,8,7,-4,-4,12,3,2,0,0,6,2616,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
1,6593,15,1,10,11,5,2,2,0,8,7,-4,-4,10,2,1,0,0,6,6220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,6594,16,1,6,12,4,2,5,0,10,9,-4,-4,10,2,1,0,0,5,6116,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1,6595,21,1,12,12,2,7,2,0,12,12,0,5700,11,1,1,0,0,1,6380,0,-4,-4,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,5,0,0,0
-4,6596,18,1,11,6,18,7,5,0,11,10,0,0,10,2,1,0,0,13,12000,1,-4,-4,6,4,4,3,2,0,6,3,6,5,6,0,2,0,1,0,3,0,0,1
-4,6597,17,1,6,6,0,2,4,0,11,10,0,-4,10,2,1,0,0,2,4800,0,-4,-4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,-4,-4,0,0,0,0
1,6598,15,1,11,3,7,2,5,0,8,7,-4,-4,10,2,1,0,0,10,7456,1,0,0,3,3,3,0,0,1,2,0,0,0,0,0,1,0,-4,-4,-5,0,0,0
-4,6599,16,1,11,4,7,0,1,0,11,10,-4,-4,13,2,2,0,0,10,7320,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,-4,-4,-4,0,0,0
-4,6600,21,1,7,9,9,2,1,0,11,11,0,6000,10,2,1,0,0,11,7380,1,-4,-4,1,0,0,1,-3,0,6,3,3,0,3,0,0,1,0,0,3,0,0,0
1,6601,19,1,7,-2,9,2,6,0,12,12,0,500,10,2,1,1,0,11,-2,-3,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,3,0,0,0
1,6602,15,1,9,-3,3,2,4,0,9,8,-4,-4,13,2,2,0,0,5,3480,1,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,-4,-4,1,0,0,0
1,6603,16,1,12,6,5,2,5,0,10,9,-4,-4,10,2,1,0,0,7,6000,1,0,2,1,0,0,1,0,1,4,1,-1,0,0,0,0,0,-4,-4,0,0,0,0
0,6604,18,1,11,-3,12,2,4,0,12,11,0,704,13,2,2,0,0,9,8300,1,-4,-4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,-4,-4,0,0,0,0
0,6605,17,1,11,-4,12,2,5,0,11,10,0,-4,13,2,2,0,0,10,7600,1,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,-4,-4,0,0,0,0
1,6606,19,1,11,-2,4,2,4,1,13,12,0,0,13,2,2,1,0,1,-3,-3,-4,-4,0,2,0,0,0,0,0,0,6,0,0,0,0,0,-4,-4,0,0,0,0
-4,6607,14,1,10,12,3,4,5,0,9,8,-4,-4,9,3,1,0,0,5,25000,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-4,-4,0,0,0,0
-4,6608,17,1,-3,-3,3,7,6,0,11,10,0,-4,9,3,1,0,0,3,1000,1,-4,-4,0,3,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0
-4,6609,19,1,12,13,6,7,6,0,12,12,0,1000,12,3,2,1,0,1,2200,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6610,19,1,8,8,11,7,5,0,12,12,0,1400,12,3,2,0,0,10,6000,1,-4,-4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-4,-4,1,0,0,0
-4,6611,18,1,8,8,11,7,6,0,11,10,0,-4,12,3,2,0,0,10,6000,1,-4,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6612,17,1,8,8,11,7,5,0,10,9,0,-4,12,3,2,0,0,10,6000,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6613,14,1,12,12,3,4,4,0,9,8,-4,-4,12,3,2,0,0,6,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6614,14,1,12,12,1,5,5,0,9,8,-4,-4,12,3,2,0,0,4,10000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,2,0,0,0
-4,6615,18,1,11,16,2,7,2,0,12,12,0,3280,12,3,2,1,1,2,7280,0,-4,-4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,-4,-4,-4,0,0,0
-4,6616,20,1,12,14,2,7,3,0,15,14,0,1800,12,3,2,1,0,3,8120,0,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,-4,0,0,0,0
1,6617,14,1,11,-4,1,7,1,0,9,8,-4,-4,10,2,1,1,0,3,4344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6618,21,1,10,-3,1,7,2,1,12,12,0,0,12,3,2,1,1,5,7444,0,-4,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6619,15,1,12,10,2,7,3,0,10,9,-4,-4,12,3,2,1,0,3,4272,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6620,14,1,8,14,3,7,1,0,8,7,-4,-4,9,3,1,1,0,6,11000,0,0,0,1,3,2,2,1,1,4,3,6,0,0,0,0,0,-4,-4,-4,1,0,0
-4,6621,19,1,8,12,6,2,2,0,12,11,0,512,12,3,2,1,0,8,9576,1,-4,-4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,1,0,0
-4,6622,18,1,7,-2,6,1,5,0,13,12,0,1038,12,3,2,1,0,8,9576,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,0,0,0
-4,6623,16,1,11,10,7,2,5,-3,10,9,-4,-4,9,3,1,1,0,8,9576,1,-3,-3,0,2,1,1,0,0,3,0,3,1,0,0,0,0,-4,-4,1,-5,-5,-5
-4,6624,15,1,12,9,7,7,5,0,9,8,-4,-4,9,3,1,1,0,8,9576,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-4,-4,0,1,1,0
-4,6625,15,1,7,-4,11,2,5,0,8,7,-4,-4,9,3,1,1,0,1,9576,0,0,1,3,4,5,2,3,0,3,2,0,0,0,0,0,0,1,0,-4,1,0,0
-4,6626,17,1,8,12,3,7,4,0,11,10,0,-4,9,3,1,1,0,3,7000,0,-4,-4,4,1,0,3,0,0,2,0,5,0,0,0,0,0,-4,-4,1,0,0,0
-4,6627,21,2,10,17,1,7,5,0,12,12,0,9000,12,3,2,1,0,3,26200,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6628,21,1,12,12,2,7,1,1,12,12,0,1000,12,3,2,1,0,2,3000,1,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6629,18,1,9,9,3,7,3,0,12,11,0,1000,12,3,2,1,0,5,-2,-3,-4,-4,0,0,0,2,0,0,1,0,6,6,5,0,0,0,-4,-4,3,1,1,0
-4,6630,16,1,12,12,3,7,5,0,11,10,-4,-4,12,3,2,1,0,5,8160,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,-4,-5,-5,-5
-4,6631,22,1,12,12,3,7,1,0,16,15,0,2500,12,3,2,0,0,1,6428,0,-4,-4,0,0,1,0,0,0,0,6,5,6,6,0,1,0,-4,-4,0,-5,-5,-5
-4,6632,20,1,9,11,3,7,1,0,14,13,0,3300,9,3,1,1,0,4,6900,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-5,-5,-5
-4,6633,16,1,8,12,1,7,1,0,11,10,-4,-4,9,3,1,1,0,3,7780,0,0,6,0,0,0,0,0,0,2,0,6,1,0,0,0,1,0,0,5,0,0,0
-4,6634,18,2,3,4,3,7,4,0,5,5,0,3270,9,3,1,1,0,6,15500,0,-4,-4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,-4,-4,2,0,0,0
-4,6635,14,2,3,4,3,7,5,0,8,7,-4,-4,9,3,1,1,0,6,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0
-4,6636,19,1,12,8,2,7,5,0,12,12,0,960,12,3,2,1,0,5,8000,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,-5,-5,-5
-4,6637,14,1,12,8,2,7,5,0,9,8,-4,-4,12,3,2,1,0,5,8000,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0
-4,6638,21,1,9,12,5,7,2,1,10,9,0,2800,12,3,2,1,1,4,10000,0,-4,-4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-4,-4,-4,0,0,0
